Word,Count
#ActionBar_homeAsUpIndicator,2
#Toolbar_contentInsetStartWithNavigation,2
#TextAppearance_android_shadowRadius,2
#TextAppearance_android_typeface,2
#Toolbar_logo,2
alexlahdekorpi.bclepakko:layout_editor_absoluteY}</code></td><td></td></tr>,2
#AppCompatTheme_actionMenuTextAppearance,2
alexlahdekorpi.bclepakko:layout_constraintWidth_min}</code></td><td></td></tr>,2
#AppCompatTheme_textAppearanceListItemSmall,2
#ConstraintLayout_Layout_layout_constraintHorizontal_bias,2
#ViewBackgroundHelper_backgroundTint,2
#LinearLayoutCompat_android_baselineAligned,2
#ConstraintSet_android_transformPivotY,2
#AppCompatTheme_actionButtonStyle,2
#AppCompatTheme_android_windowIsFloating,2
#SearchView_android_imeOptions,2
<tr><td><code>basic</code></td><td>4</td><td></td></tr>,2
#AppCompatTheme_actionBarItemBackground,2
#AppCompatTheme_textAppearanceSearchResultSubtitle,2
#TextAppearance_android_textColorHint,2
alexlahdekorpi.bclepakko:layout_goneMarginRight,2
#MenuGroup_android_id,2
<tr><td><code>beginning</code></td><td>1</td><td></td></tr>,2
android.R.attr#popupBackground},2
#ConstraintSet_android_scaleY,2
#AppCompatTheme_colorControlNormal,2
#MenuView_android_itemTextAppearance,2
alexlahdekorpi.bclepakko:layout_constraintLeft_toRightOf,2
#AppCompatTheme_windowMinWidthMajor,2
#SearchView_android_inputType,2
#Toolbar_titleTextAppearance,2
alexlahdekorpi.bclepakko.R.attr#contentInsetStart},2
alexlahdekorpi.bclepakko:height,2
#SwitchCompat_trackTintMode,2
#SearchView_suggestionRowLayout,2
tool,2
#MenuItem_android_alphabeticShortcut,2
#ActionBar_backgroundStacked,2
#AppCompatTheme_actionModePasteDrawable,2
alexlahdekorpi.bclepakko:contentInsetEnd}</code></td><td></td></tr>,2
android.R.attr#minHeight},2
alexlahdekorpi.bclepakko:layout_constraintHorizontal_bias}</code></td><td></td></tr>,2
alexlahdekorpi.bclepakko:layout_editor_absoluteX}</code></td><td></td></tr>,2
#ListPopupWindow},2
#AlertDialog_listItemLayout,2
#MenuItem_android_enabled,2
android.R.attr#menuCategory},2
#AppCompatTheme_dialogPreferredPadding,2
#AppCompatTheme_actionMenuTextColor,2
alexlahdekorpi.bclepakko:layout_constraintHorizontal_weight}</code></td><td></td></tr>,2
alexlahdekorpi.bclepakko:layout_constraintHeight_min}</code></td><td></td></tr>,2
alexlahdekorpi.bclepakko:contentInsetEndWithActions}</code></td><td></td></tr>,2
#AppCompatTheme_listPreferredItemHeightLarge,2
alexlahdekorpi.bclepakko:contentInsetLeft}</code></td><td></td></tr>,2
#AppCompatTheme_selectableItemBackgroundBorderless,2
#PopupWindowBackgroundState_state_above_anchor,2
alexlahdekorpi.bclepakko.R.attr#layout_constraintTop_creator},2
#AppCompatTheme_dividerVertical,2
android:maxWidth,2
#SearchView_searchHintIcon,2
#ConstraintLayout_Layout_layout_constraintGuide_end,2
alexlahdekorpi.bclepakko:layout_editor_absoluteY,2
#MenuItem_android_title,2
#AppCompatTheme_colorSwitchThumbNormal,2
<tr><td><code>showTitle</code></td><td>0x8</td><td></td></tr>,2
alexlahdekorpi.bclepakko:subtitleTextStyle}</code></td><td></td></tr>,2
#ConstraintLayout_Layout_constraintSet,2
android.R.attr#thumb},2
#AppCompatTheme_windowFixedWidthMinor,2
#ActionBar_subtitle,2
alexlahdekorpi.bclepakko:layout_goneMarginStart,2
#MenuView_android_horizontalDivider,2
#SearchView_voiceIcon,2
<tr><td><code>middle</code></td><td>2</td><td></td></tr>,2
android:minWidth}</code></td><td></td></tr>,2
android.R.attr#orderInCategory},2
alexlahdekorpi.bclepakko.R.attr#layout_constraintHorizontal_weight},2
#AppCompatTheme_dialogTheme,2
#Toolbar_title,2
#AppCompatTheme_actionModeSelectAllDrawable,2
alexlahdekorpi.bclepakko:layout_constraintEnd_toStartOf}</code></td><td></td></tr>,2
#AppCompatTheme_windowMinWidthMinor,2
#ConstraintSet_layout_constraintBottom_creator,2
#CompoundButton_buttonTintMode,2
#ConstraintSet_layout_constraintEnd_toStartOf,2
alexlahdekorpi.bclepakko.R.attr#layout_constraintEnd_toEndOf},2
alexlahdekorpi.bclepakko.R.attr#subtitle},2
alexlahdekorpi.bclepakko.R.attr#layout_constraintHorizontal_chainStyle},2
#AppCompatTheme_buttonStyleSmall,2
#AppCompatTheme_actionModeFindDrawable,2
#SearchView_android_maxWidth,2
#ActionMode_titleTextStyle,2
#AppCompatTheme_editTextStyle,2
alexlahdekorpi.bclepakko.R.attr#contentInsetLeft},2
#Toolbar_titleMargins,2
#LinearLayoutCompat_Layout_android_layout_height,2
<a,2
alexlahdekorpi.bclepakko:logo,2
#ConstraintSet_layout_editor_absoluteX,2
#ConstraintSet_layout_constraintVertical_chainStyle,2
#AppCompatTheme_actionModeStyle,2
#MenuGroup_android_checkableBehavior,2
alexlahdekorpi.bclepakko.R.attr#layout_constraintRight_toLeftOf},2
alexlahdekorpi.bclepakko.R.attr#contentInsetRight},2
#ConstraintSet_layout_constraintBaseline_toBaselineOf,2
#AppCompatTheme_actionBarTheme,2
#ConstraintSet_android_translationZ,2
#ConstraintLayout_Layout_android_maxWidth,2
alexlahdekorpi.bclepakko.R.attr#layout_constraintGuide_end},2
#TextAppearance_android_textColor,2
#AppCompatTheme_toolbarNavigationButtonStyle,2
#Toolbar_android_minHeight,2
#ConstraintLayout_Layout_layout_goneMarginBottom,2
#LinearConstraintLayout_android_orientation,2
#AppCompatTheme_colorButtonNormal,2
#AppCompatTheme_buttonStyle,2
#MenuItem_android_visible,2
#ConstraintLayout_Layout_layout_goneMarginRight,2
execute,2
#ConstraintSet_layout_goneMarginStart,2
#Toolbar_titleTextColor,2
#ActionBar_itemPadding,2
<tr><td><code>collapseActionView</code></td><td>8</td><td></td></tr>,2
#ActionBar_customNavigationLayout,2
#Toolbar_contentInsetRight,2
alexlahdekorpi.bclepakko:height}</code></td><td></td></tr>,2
#ConstraintSet_layout_constraintLeft_toRightOf,2
alexlahdekorpi.bclepakko.R.attr#contentInsetEnd},2
android:enabled}</code></td><td></td></tr>,2
#Toolbar_logoDescription,2
#Toolbar_titleMarginStart,2
#MenuView_android_verticalDivider,2
#Toolbar_contentInsetEnd,2
android:menuCategory,2
26.6.2017,2
alexlahdekorpi.bclepakko:subtitleTextStyle,2
#LinearLayoutCompat_divider,2
alexlahdekorpi.bclepakko:layout_constraintTop_creator,2
alexlahdekorpi.bclepakko:layout_constraintWidth_min,2
#ConstraintLayout_Layout_layout_constraintHorizontal_chainStyle,2
#AppCompatTheme_panelMenuListTheme,2
android:alpha,2
#Toolbar_android_gravity,2
#ConstraintSet_android_visibility,2
#AppCompatTheme_listMenuViewStyle,2
#ActivityChooserView},2
alexlahdekorpi.bclepakko.R.attr#layout_constraintLeft_toRightOf},2
alexlahdekorpi.bclepakko:layout_constraintBottom_creator}</code></td><td></td></tr>,2
#ViewBackgroundHelper_android_background,2
#SwitchCompat_switchTextAppearance,2
#Toolbar_maxButtonHeight,2
#SwitchCompat_thumbTint,2
alexlahdekorpi.bclepakko:layout_goneMarginBottom}</code></td><td></td></tr>,2
#AppCompatTheme_listPreferredItemHeight,2
alexlahdekorpi.bclepakko.R.attr#background},2
#ConstraintLayout_Layout_layout_constraintBaseline_toBaselineOf,2
<tr><td><code>end</code></td><td>4</td><td></td></tr>,2
alexlahdekorpi.bclepakko.R.attr#layout_goneMarginEnd},2
#AppCompatTheme_textAppearanceSmallPopupMenu,2
#ConstraintSet_layout_constraintHorizontal_bias,2
alexlahdekorpi.bclepakko:textAllCaps}</code></td><td></td></tr>,2
#ActionBar_indeterminateProgressStyle,2
#ActionBar_divider,2
alexlahdekorpi.bclepakko.R.attr#layout_constraintRight_creator},2
#AppCompatTheme_actionModeShareDrawable,2
alexlahdekorpi.bclepakko.R.attr#layout_constraintDimensionRatio},2
#SwitchCompat_android_textOff,2
#AppCompatTheme_textAppearanceSearchResultTitle,2
#AppCompatTheme_actionModeCloseButtonStyle,2
#AppCompatTheme_ratingBarStyleIndicator,2
#PopupWindow_overlapAnchor,2
<tr><td><code>showHome</code></td><td>0x2</td><td></td></tr>,2
alexlahdekorpi.bclepakko:homeAsUpIndicator,2
#Toolbar_contentInsetStart,2
android:popupBackground}</code></td><td></td></tr>,2
alexlahdekorpi.bclepakko.R.attr#titleTextStyle},2
#ConstraintSet_layout_goneMarginBottom,2
#ConstraintLayout_Layout_layout_goneMarginLeft,2
#DrawerArrowToggle_drawableSize,2
#ActionBar_hideOnContentScroll,2
#AppCompatTextView},2
alexlahdekorpi.bclepakko:contentInsetLeft,2
<tr><td><code>chains</code></td><td>8</td><td></td></tr>,2
alexlahdekorpi.bclepakko:layout_constraintHorizontal_chainStyle}</code></td><td></td></tr>,2
#ConstraintLayout_Layout_layout_optimizationLevel,2
#ConstraintLayout_Layout_layout_constraintBottom_creator,2
#ConstraintSet_android_rotationY,2
#ConstraintLayout_Layout_layout_goneMarginTop,2
#ConstraintSet_layout_constraintWidth_default,2
#ConstraintLayout_Layout_layout_constraintTop_creator,2
android:minHeight}</code></td><td></td></tr>,2
alexlahdekorpi.bclepakko:layout_constraintTop_toBottomOf}</code></td><td></td></tr>,2
alexlahdekorpi.bclepakko:layout_constraintWidth_max,2
#ActionBar_navigationMode,2
#ConstraintLayout_Layout_layout_constraintBottom_toBottomOf,2
#AppCompatTheme_buttonBarStyle,2
android.R.attr#layout},2
android.R.attr#minWidth},2
android:enabled,2
#ConstraintSet_layout_constraintLeft_creator,2
#AppCompatTheme_buttonBarNegativeButtonStyle,2
#MenuItem_android_id,2
#LinearLayoutCompat_dividerPadding,2
#AppCompatTheme_radioButtonStyle,2
under,2
Automatically,2
android:popupBackground,2
#ConstraintLayout_Layout_layout_constraintVertical_chainStyle,2
#AppCompatTextView_android_textAppearance,2
#AppCompatSeekBar_tickMarkTintMode,2
#Toolbar_titleMarginTop,2
alexlahdekorpi.bclepakko:layout_constraintStart_toEndOf}</code></td><td></td></tr>,2
#Toolbar_navigationContentDescription,2
#ActionMenuItemView_android_minWidth,2
#MenuItem_android_numericShortcut,2
#Toolbar_contentInsetLeft,2
android:thumb}</code></td><td></td></tr>,2
#AppCompatTheme_listPreferredItemPaddingRight,2
#ActionBar_contentInsetEnd,2
#AppCompatTheme_popupWindowStyle,2
alexlahdekorpi.bclepakko:contentInsetStart}</code></td><td></td></tr>,2
#ConstraintLayout_Layout_layout_constraintHorizontal_weight,2
#ActionBar_contentInsetLeft,2
android:windowAnimationStyle}</code></td><td></td></tr>,2
#ActivityChooserView_initialActivityCount,2
#AlertDialog_buttonPanelSideLayout,2
#LinearLayoutCompat_android_baselineAlignedChildIndex,2
#AppCompatTheme_switchStyle,2
#SearchView_searchIcon,2
alexlahdekorpi.bclepakko:layout_editor_absoluteX,2
#AppCompatTheme_editTextColor,2
alexlahdekorpi.bclepakko.R.attr#layout_goneMarginBottom},2
android:weightSum}</code></td><td></td></tr>,1
PopupWindowBackgroundState,1
alexlahdekorpi.bclepakko:tickMarkTint,1
alexlahdekorpi.bclepakko:dividerPadding}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:titleTextColor,1
ButtonBarLayout,1
alexlahdekorpi.bclepakko.R.attr#defaultQueryHint},1
android:color,1
alexlahdekorpi.bclepakko.R.attr#dividerHorizontal},1
CREATE,1
LinearConstraintLayout,1
alexlahdekorpi.bclepakko:dialogPreferredPadding,1
alexlahdekorpi.bclepakko:showDividers}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:actionBarTabTextStyle,1
alexlahdekorpi.bclepakko.R.attr#switchMinWidth},1
alexlahdekorpi.bclepakko.R.attr#colorPrimary},1
alexlahdekorpi.bclepakko.R.attr#actionModePopupWindowStyle},1
alexlahdekorpi.bclepakko:initialActivityCount,1
ListPopupWindow,1
alexlahdekorpi.bclepakko:actionBarTabTextStyle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#thumbTint},1
alexlahdekorpi.bclepakko:alertDialogButtonGroupStyle,1
alexlahdekorpi.bclepakko:track,1
android:numericShortcut,1
alexlahdekorpi.bclepakko:listPreferredItemHeightLarge}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#actionBarStyle},1
alexlahdekorpi.bclepakko:actionModeSplitBackground}</code></td><td></td></tr>,1
android:layout_marginTop}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#windowFixedHeightMinor},1
alexlahdekorpi.bclepakko:switchStyle,1
android:color}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#windowFixedWidthMajor},1
alexlahdekorpi.bclepakko:submitBackground}</code></td><td></td></tr>,1
android:transformPivotX}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:logoDescription,1
alexlahdekorpi.bclepakko.R.attr#panelMenuListTheme},1
alexlahdekorpi.bclepakko:ratingBarStyle,1
alexlahdekorpi.bclepakko.R.attr#allowStacking},1
alexlahdekorpi.bclepakko:paddingBottomNoButtons}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#switchStyle},1
alexlahdekorpi.bclepakko:actionModeBackground}</code></td><td></td></tr>,1
ActionMenuItemView,1
alexlahdekorpi.bclepakko:indeterminateProgressStyle,1
alexlahdekorpi.bclepakko:actionButtonStyle,1
alexlahdekorpi.bclepakko:itemPadding,1
alexlahdekorpi.bclepakko.R.attr#homeLayout},1
alexlahdekorpi.bclepakko.R.attr#titleTextColor},1
alexlahdekorpi.bclepakko:listDividerAlertDialog,1
alexlahdekorpi.bclepakko:actionDropDownStyle,1
alexlahdekorpi.bclepakko.R.attr#windowActionBar},1
android:shadowDx,1
android:dropDownVerticalOffset,1
android.R.attr#translationY},1
alexlahdekorpi.bclepakko:goIcon}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:buttonStyleSmall}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#icon},1
alexlahdekorpi.bclepakko:backgroundTintMode,1
alexlahdekorpi.bclepakko.R.attr#listPreferredItemHeightSmall},1
alexlahdekorpi.bclepakko.R.attr#alertDialogCenterButtons},1
android:drawableEnd,1
alexlahdekorpi.bclepakko:displayOptions,1
android:transformPivotY,1
alexlahdekorpi.bclepakko:trackTint,1
alexlahdekorpi.bclepakko:listChoiceBackgroundIndicator,1
alexlahdekorpi.bclepakko:maxButtonHeight}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#logoDescription},1
alexlahdekorpi.bclepakko.R.attr#buttonGravity},1
alexlahdekorpi.bclepakko:iconifiedByDefault}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:homeLayout}</code></td><td></td></tr>,1
AppCompatTextHelper,1
android:button,1
alexlahdekorpi.bclepakko:spinnerDropDownItemStyle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#multiChoiceItemLayout},1
android.R.attr#title},1
android:itemTextAppearance,1
alexlahdekorpi.bclepakko:progressBarPadding}</code></td><td></td></tr>,1
android:transformPivotY}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#measureWithLargestChild},1
alexlahdekorpi.bclepakko.R.attr#textAppearancePopupMenuHeader},1
alexlahdekorpi.bclepakko:navigationMode,1
AlertDialog,1
android:typeface}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:autoCompleteTextViewStyle,1
alexlahdekorpi.bclepakko.R.attr#tickMark},1
alexlahdekorpi.bclepakko.R.attr#gapBetweenBars},1
alexlahdekorpi.bclepakko:splitTrack,1
alexlahdekorpi.bclepakko:listPreferredItemPaddingLeft,1
alexlahdekorpi.bclepakko:windowMinWidthMajor}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:displayOptions}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:spinBars}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#textAppearanceLargePopupMenu},1
alexlahdekorpi.bclepakko.R.attr#spinnerDropDownItemStyle},1
alexlahdekorpi.bclepakko.R.attr#closeIcon},1
alexlahdekorpi.bclepakko.R.attr#listDividerAlertDialog},1
alexlahdekorpi.bclepakko:actionMenuTextColor}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:titleMargin}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:closeIcon}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:textAppearanceLargePopupMenu,1
android.R.attr#drawableBottom},1
alexlahdekorpi.bclepakko:titleMargins}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#colorControlNormal},1
machine,1
alexlahdekorpi.bclepakko.R.attr#displayOptions},1
android:drawableTop,1
alexlahdekorpi.bclepakko:textColorSearchUrl,1
android:layout_marginTop,1
alexlahdekorpi.bclepakko.R.attr#dropDownListViewStyle},1
android:entries,1
LinearLayoutCompat,1
alexlahdekorpi.bclepakko.R.attr#checkboxStyle},1
AppCompatTheme,1
alexlahdekorpi.bclepakko:actionModeCloseButtonStyle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:paddingStart,1
alexlahdekorpi.bclepakko:checkedTextViewStyle,1
alexlahdekorpi.bclepakko:searchIcon,1
alexlahdekorpi.bclepakko.R.attr#buttonBarButtonStyle},1
android.R.attr#typeface},1
alexlahdekorpi.bclepakko:textAppearanceListItem,1
ConstraintLayout_Layout,1
android:titleCondensed,1
alexlahdekorpi.bclepakko:windowMinWidthMinor}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:dropDownListViewStyle,1
alexlahdekorpi.bclepakko:actionBarPopupTheme}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:track}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:buttonBarNegativeButtonStyle}</code></td><td></td></tr>,1
MenuGroup,1
alexlahdekorpi.bclepakko.R.attr#colorPrimaryDark},1
alexlahdekorpi.bclepakko.R.attr#buttonTintMode},1
Class,1
alexlahdekorpi.bclepakko:textAppearanceListItemSmall}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:ratingBarStyleSmall}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:customNavigationLayout}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:textAppearanceSearchResultTitle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:textColorSearchUrl}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:buttonBarNegativeButtonStyle,1
alexlahdekorpi.bclepakko.R.attr#listPreferredItemPaddingLeft},1
alexlahdekorpi.bclepakko.R.attr#listItemLayout},1
alexlahdekorpi.bclepakko:singleChoiceItemLayout}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#dividerVertical},1
ActivityChooserView,1
alexlahdekorpi.bclepakko.R.attr#actionMenuTextColor},1
android:scaleX}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:windowActionBar}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:spinnerDropDownItemStyle,1
alexlahdekorpi.bclepakko:paddingTopNoTitle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#listLayout},1
android:maxHeight}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#ratingBarStyle},1
alexlahdekorpi.bclepakko:actionViewClass}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#actionModeWebSearchDrawable},1
Status,1
alexlahdekorpi.bclepakko:buttonTint,1
alexlahdekorpi.bclepakko.R.attr#trackTint},1
alexlahdekorpi.bclepakko:dividerVertical,1
alexlahdekorpi.bclepakko.R.attr#paddingStart},1
alexlahdekorpi.bclepakko:actionModeCopyDrawable,1
alexlahdekorpi.bclepakko:multiChoiceItemLayout}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:suggestionRowLayout}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:textColorAlertDialogListItem}</code></td><td></td></tr>,1
android:verticalDivider,1
alexlahdekorpi.bclepakko:windowFixedHeightMajor,1
android:alphabeticShortcut,1
alexlahdekorpi.bclepakko:alertDialogButtonGroupStyle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#initialActivityCount},1
alexlahdekorpi.bclepakko:dividerPadding,1
alexlahdekorpi.bclepakko.R.attr#textAppearanceSearchResultSubtitle},1
android.R.attr#elevation},1
alexlahdekorpi.bclepakko:imageButtonStyle}</code></td><td></td></tr>,1
android.R.attr#layout_marginRight},1
android:drawableBottom}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#backgroundTint},1
alexlahdekorpi.bclepakko:searchHintIcon}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:buttonStyle,1
alexlahdekorpi.bclepakko:listMenuViewStyle,1
alexlahdekorpi.bclepakko:switchPadding,1
alexlahdekorpi.bclepakko:queryHint}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#borderlessButtonStyle},1
alexlahdekorpi.bclepakko:actionBarTabStyle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:colorControlActivated,1
android:drawableRight,1
alexlahdekorpi.bclepakko:switchTextAppearance,1
android:drawableLeft}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:arrowHeadLength}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:layout,1
alexlahdekorpi.bclepakko:buttonBarStyle,1
android:visibility}</code></td><td></td></tr>,1
MenuView,1
alexlahdekorpi.bclepakko:titleMarginTop,1
android.R.attr#drawableStart},1
android.R.attr#color},1
alexlahdekorpi.bclepakko:listPreferredItemHeightSmall}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:paddingBottomNoButtons,1
alexlahdekorpi.bclepakko:textColorAlertDialogListItem,1
alexlahdekorpi.bclepakko.R.attr#searchViewStyle},1
android:drawableStart}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#actionModeStyle},1
alexlahdekorpi.bclepakko:panelMenuListTheme,1
android:icon,1
alexlahdekorpi.bclepakko:submitBackground,1
alexlahdekorpi.bclepakko:textAppearanceListItemSmall,1
android.R.attr#drawableTop},1
alexlahdekorpi.bclepakko.R.attr#paddingEnd},1
android:icon}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:srcCompat,1
alexlahdekorpi.bclepakko.R.attr#paddingTopNoTitle},1
alexlahdekorpi.bclepakko:colorControlNormal}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:windowFixedWidthMajor}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:panelMenuListWidth}</code></td><td></td></tr>,1
android.R.attr#verticalDivider},1
alexlahdekorpi.bclepakko:titleMarginStart}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#listPreferredItemHeightLarge},1
alexlahdekorpi.bclepakko:textAppearanceListItem}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:controlBackground,1
android:checkableBehavior,1
alexlahdekorpi.bclepakko.R.attr#windowMinWidthMinor},1
alexlahdekorpi.bclepakko.R.attr#ratingBarStyleSmall},1
alexlahdekorpi.bclepakko:actionBarSize,1
android.R.attr#checkableBehavior},1
alexlahdekorpi.bclepakko:color,1
alexlahdekorpi.bclepakko.R.attr#actionBarTabStyle},1
alexlahdekorpi.bclepakko.R.attr#buttonBarNegativeButtonStyle},1
android.R.attr#inflatedId},1
alexlahdekorpi.bclepakko.R.attr#state_above_anchor},1
alexlahdekorpi.bclepakko:dropDownListViewStyle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:checkboxStyle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#navigationMode},1
alexlahdekorpi.bclepakko.R.attr#windowFixedHeightMajor},1
alexlahdekorpi.bclepakko.R.attr#spinnerStyle},1
app,1
alexlahdekorpi.bclepakko:actionBarSize}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:measureWithLargestChild}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:hideOnContentScroll,1
android.R.attr#shadowRadius},1
alexlahdekorpi.bclepakko:listPreferredItemHeight,1
android.R.attr#background},1
alexlahdekorpi.bclepakko.R.attr#dialogTheme},1
alexlahdekorpi.bclepakko:colorBackgroundFloating,1
alexlahdekorpi.bclepakko:navigationIcon,1
alexlahdekorpi.bclepakko:preserveIconSpacing,1
alexlahdekorpi.bclepakko:actionBarTabBarStyle,1
alexlahdekorpi.bclepakko:borderlessButtonStyle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#searchIcon},1
#PopupWindowBackgroundState},1
alexlahdekorpi.bclepakko:homeLayout,1
alexlahdekorpi.bclepakko:multiChoiceItemLayout,1
android:windowIsFloating,1
alexlahdekorpi.bclepakko:selectableItemBackgroundBorderless}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#actionBarTabTextStyle},1
android:rotationY,1
android.R.attr#itemTextAppearance},1
alexlahdekorpi.bclepakko:showTitle,1
alexlahdekorpi.bclepakko.R.attr#alertDialogButtonGroupStyle},1
alexlahdekorpi.bclepakko.R.attr#colorBackgroundFloating},1
alexlahdekorpi.bclepakko.R.attr#navigationIcon},1
alexlahdekorpi.bclepakko:actionOverflowButtonStyle,1
alexlahdekorpi.bclepakko:listItemLayout}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:windowNoTitle,1
alexlahdekorpi.bclepakko:actionBarTabBarStyle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:iconifiedByDefault,1
android:maxHeight,1
alexlahdekorpi.bclepakko:thickness}</code></td><td></td></tr>,1
android:popupAnimationStyle,1
alexlahdekorpi.bclepakko.R.attr#showText},1
Check,1
checks,1
alexlahdekorpi.bclepakko:layout}</code></td><td></td></tr>,1
android:shadowDy}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:windowMinWidthMinor,1
Example,1
alexlahdekorpi.bclepakko:actionModeCopyDrawable}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:closeIcon,1
alexlahdekorpi.bclepakko.R.attr#queryHint},1
android:src}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:activityChooserViewStyle,1
alexlahdekorpi.bclepakko:actionModePopupWindowStyle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:subtitleTextColor}</code></td><td></td></tr>,1
android:inflatedId}</code></td><td></td></tr>,1
android:translationX}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko.R.attr#theme},1
alexlahdekorpi.bclepakko:actionOverflowButtonStyle}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:thickness,1
alexlahdekorpi.bclepakko.R.attr#actionBarPopupTheme},1
alexlahdekorpi.bclepakko:measureWithLargestChild,1
alexlahdekorpi.bclepakko.R.attr#textAppearanceSmallPopupMenu},1
alexlahdekorpi.bclepakko.R.attr#controlBackground},1
android:drawableTop}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:queryHint,1
android.R.attr#drawableEnd},1
SPACEOBJECT,1
android:windowIsFloating}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:navigationContentDescription}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:actionModeCutDrawable}</code></td><td></td></tr>,1
android.R.attr#weightSum},1
alexlahdekorpi.bclepakko:buttonBarButtonStyle,1
alexlahdekorpi.bclepakko.R.attr#textColorSearchUrl},1
alexlahdekorpi.bclepakko:actionBarDivider}</code></td><td></td></tr>,1
android:background,1
alexlahdekorpi.bclepakko.R.attr#colorControlActivated},1
android.R.attr#dropDownWidth},1
android:checkable}</code></td><td></td></tr>,1
alexlahdekorpi.bclepakko:textAppearancePopupMenuHeader,1
alexlahdekorpi.bclepakko:dividerHorizontal}</code></td><td></td></tr>,1
android.R.attr#textColor},1
alexlahdekorpi.bclepakko:listMenuViewStyle}</code></td><td></td></tr>,1
